video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count,tags,duration
Au1UwwOX6JU,EU ZEREI HELLO NEIGHBOUR... MAS COM UMA DOZE!,Jazzghost,UCIXguhHCl8eDTkXpEuiGPUA,2026-06-02T15:27:08Z,20,https://i.ytimg.com/vi/Au1UwwOX6JU/default.jpg,303161,30917,2413,"['jazzghost', 'jazz', 'hello neighbour']",PT40M1S
B9az2JVfDbE,Evolui Minha PICARETA no NÍVEL MÁXIMO no Minecraft!,ProbIems,UCrcBZDofBltcgGxphNia2tw,2026-06-02T13:00:14Z,20,https://i.ytimg.com/vi/B9az2JVfDbE/default.jpg,171128,6015,395,"['maniqueft', 'lego', 'problems', 'probrems', 'probres', 'pobrems', 'problemas', 'problema', 'pobrema', 'mainequeft', 'minecraft', 'video do problema', 'video do problems', 'video do pobrems', 'minecraft survival', 'minecraft mitos', 'minecraft fatos', 'problems roblox', 'roblox', 'pobrems roblox', 'pobris roblox', 'pobrema roblox', 'problema roblox']",PT16M29S
vmqvPlJvpj4,PASSANDO A PERNA NOS MEUS AMIGOS EM UM LEILÃO! - DOUBLE DEALERS,alanzoka,UCIwspRtKNszHhIhl36gREjQ,2026-06-02T15:00:11Z,20,https://i.ytimg.com/vi/vmqvPlJvpj4/default.jpg,88633,14816,233,"['alan', 'electronic', 'desire', 'edge', 'alanzoka', 'video do alanzoka', 'alanzoka da twitch', 'videos com alanzoka', 'alanzoka video', 'alanzoka memes', 'gameplay alanzoka', 'lives do alanzoka', 'lives', 'alanzoka jogando', 'double dealers']",PT1H18M40S
j6zdTivY0mI,Henrique e Juliano 2026 Letra - As Mais Tocadas Do Henrique e Juliano 2026 - Top Sertanejo 2026,Grow Stest,UC0Ohlg-zWxV1MdTA5IqCTMg,2026-06-01T13:58:34Z,10,https://i.ytimg.com/vi/j6zdTivY0mI/default_live.jpg,50780,412,14,"['Henrique e Juliano', 'Mais Tocadas', 'Henrique e Juliano 2026', 'Henrique e Juliano 2026 Mais Tocadas']",PT1H3M6S
R2u139fASRw,SALLY FACE E O MISTÉRIO DA MORTADELA - Capítulo 3,Felipe Neto Joga,UCIzdh7oty8jCnXUj3eUj2WQ,2026-06-01T15:00:03Z,24,https://i.ytimg.com/vi/R2u139fASRw/default.jpg,382483,51214,2642,[],PT1H31M8S
U7FmhQlulyU,SEM 7-1 🤬 Rejogando a Copa de *2014* até trazer o HEXA ⭐⭐⭐⭐⭐⭐,Bit Fut,UClJ3ZVn2upHmGdUfq1cakVg,2026-06-02T13:52:14Z,20,https://i.ytimg.com/vi/U7FmhQlulyU/default.jpg,48237,7098,250,"['bit fut', 'bitfut', 'bit fute', 'bitfute', 'bit', 'fut', 'fute', 'carreira', 'modo carreira', 'copa', 'copa do mundo', 'copa 2026', 'copa do mundo 2026', 'brasil', 'brasileiro', 'brazil', 'seleção', 'selecao', 'selecao brasileira', 'selecao brasil', 'brasileira', 'seleça', 'selessao', 'nova seleção', '2014', 'copa de 2014', 'copa 2014', '2014 copa', 'copa do mundo 2014', 'brasil 2014']",PT22M57S
1ydDy6cxrVE,💿RAÇA NEGRA SÓ RECORDAÇÕES ANTIGAS AS MELHORES🎶,Vortex Melody,UCo3LZAaR6Q8Tna6JSkz107Q,2026-06-02T17:56:51Z,22,https://i.ytimg.com/vi/1ydDy6cxrVE/default.jpg,36015,362,7,[],PT1H2M23S
4fNA_n0SMwM,FOMOS ENTERRADOS VIVOS no Minecraft! 😱,Cadres,UCbWYmIdZ2hpVMpPhRI9pI5Q,2026-06-02T12:00:00Z,20,https://i.ytimg.com/vi/4fNA_n0SMwM/default.jpg,92961,1250,31,[],PT14M
6HnkMxm-HeM,SUPER BEAR ADVENTURE 🧸 foi INVADIDO pela 🐧 GUGU GAGA PENGUIN,ALEC GO! #games,UCYkjBwZBgKTPuTLf_o4qcqw,2026-06-02T14:00:36Z,20,https://i.ytimg.com/vi/6HnkMxm-HeM/default.jpg,23998,2373,258,"['alec go', 'alike go', 'alic go', 'alecgo', 'alek go', 'alikego', 'a like go', 'canal alec go', 'alec go super bear adventure', 'super bear adventure', 'super bear adventure mod', 'super bear adventure gugugaga', 'gugugaga penguin', 'gugu gaga penguin', 'gugugaga pinguim', 'gugu gaga pinguim', 'super bear adventure penguin mod', 'gugu gaga penguin mod', 'baaren', 'snow valley', 'yeti super bear adventure', 'super gugugaga adventure', 'gameplay em português', 'alec go games', 'super bear adventure gameplay walkthrough']",PT22M16S
g-brSmclJbA,NOVA ATUALIZAÇÃO DO PARKOUR DE TECLADOS NO ROBLOX ,Amy Scarletona,UCdK8veAN0I3-9gs2Xqa7v9A,2026-06-01T23:00:33Z,22,https://i.ytimg.com/vi/g-brSmclJbA/default.jpg,173162,8555,713,[],PT15M48S
