video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count
uJzq1WltOPM,Come with me to get a portrait tattoo of my son 🥰 (full blog coming soon),Dasia Temia,UCdUs3rJr3d1s-3Txm020-4A,2026-05-30T20:06:54Z,22,https://i.ytimg.com/vi/uJzq1WltOPM/default.jpg,221798,19614,175
Z3nbv0fAWG0,Last Day Of School Morning Routine *WE'RE MOViNG* 🎒🌴,Not Enough Nelsons,UC-_KiH_Z2yerhAD_cAjAMOA,2026-05-30T14:07:39Z,22,https://i.ytimg.com/vi/Z3nbv0fAWG0/default.jpg,450078,9104,884
KyU0B6K5e2Q,Went Back for the Cookbook!,MsEmilyRose11,UC7IpppizaKUrWIrQ0VWx41Q,2026-05-18T23:03:38Z,22,https://i.ytimg.com/vi/KyU0B6K5e2Q/default.jpg,811724,62302,3466
UMCvKPSNHCc,"a chill week in my life | makeup, therapy, chatting etc",charli d'amelio,UCi3OE-aN09WOcN9d2stCvPg,2026-05-30T21:26:20Z,22,https://i.ytimg.com/vi/UMCvKPSNHCc/default.jpg,107701,3692,254
AS0jpp2o2yk,Youtubers Style Me *however they want*,Mia Maples,UCzzOKT1SkE7qdycJvPCR3Gg,2026-05-22T17:00:12Z,26,https://i.ytimg.com/vi/AS0jpp2o2yk/default.jpg,1138822,62832,4558
n0fAsXMHDzU,SETTING UP OUR BEDROOM & BATHROOM!! cooking in the new kitchen!!,RemLife,UCXLnGIevWGWK2dPDcvM5-CA,2026-05-29T15:00:13Z,22,https://i.ytimg.com/vi/n0fAsXMHDzU/default.jpg,137893,3733,294
rV-SgCONOG8,locked out of my apartment and no where to go (all nighter vlog),lana ♡,UCyZ4IStyXcaQwx7Xgl3TmWA,2026-05-23T21:39:51Z,24,https://i.ytimg.com/vi/rV-SgCONOG8/default.jpg,349908,25041,1300
XM-Dgji4bNQ,grwm to go out 🍸also that lip combo turned out to be perfection ✨ #grwm #chattygrwm #foryou #vlog,Ashley Paige,UCZA8j1IBoxCZ1kmx0BaVa2Q,2026-05-30T16:51:06Z,22,https://i.ytimg.com/vi/XM-Dgji4bNQ/default.jpg,107998,6859,190
OVaDbBU4A3U,I Quadrupled My Calories Every Day For 8 Days,Alex Ah Sue,UCV9Fju89m4XlxPHIhL9NThg,2026-05-30T15:00:29Z,24,https://i.ytimg.com/vi/OVaDbBU4A3U/default.jpg,122210,5539,516
BFcQiGWCvTo,BUILDING MY DREAM HOUSE... Extreme Closet Renovation!!,morgans vlogs,UC-vaBe-YMpvcZL5rQ5OopZw,2026-05-31T17:34:03Z,22,https://i.ytimg.com/vi/BFcQiGWCvTo/default.jpg,36781,3086,277
BCgRYRwIsus,q&a!! relationship... throuple... secret lives oc...,Aspyn Ovard ,UCxjZe0qTFXh6jGm54LFWEDw,2026-05-27T19:00:48Z,22,https://i.ytimg.com/vi/BCgRYRwIsus/default.jpg,210014,4167,195
te8DxWODQiw,In honor of my 12th anniversary let’s revisit the time I ripped my dress out of the sealed,Jessica Secrest,UCxPtWxbojpMGbpQKXPthzuw,2026-05-24T13:04:51Z,22,https://i.ytimg.com/vi/te8DxWODQiw/default.jpg,130796,19723,966
Ekurm09tJbM,The Second Trimester: A Week in the Life,Matt & Abby Howard,UC3zZX4ttC52HlqVis7eQ-Hg,2026-05-31T02:09:33Z,22,https://i.ytimg.com/vi/Ekurm09tJbM/default.jpg,86207,3705,146
ea0X-DWVOZo,Ending the vlogs.,PewDiePie,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2026-05-23T11:11:14Z,20,https://i.ytimg.com/vi/ea0X-DWVOZo/default.jpg,1599590,114556,7343
VpvWObR2y68,This Problem Will Cost Me Thousands,Kelly Hays,UCfMHF8GPio8NAeP0loK1VmA,2026-05-31T22:02:48Z,24,https://i.ytimg.com/vi/VpvWObR2y68/default.jpg,29288,4745,383
-ZDgwwJg24w,Unwell 🫠 idk what I’d do without the burger :’),tabithaswatosh shorts,UCLHj8JW-Ah60QvbchkLqs8g,2026-05-20T14:42:43Z,22,https://i.ytimg.com/vi/-ZDgwwJg24w/default.jpg,224916,14518,16
1KSJ2pF-1kA,I stayed up for 24h..,Randa Rosa,UCN_q4RSGPxo7IsFtLSRkSQQ,2026-05-19T18:00:01Z,22,https://i.ytimg.com/vi/1KSJ2pF-1kA/default.jpg,681327,48305,442
BYYFWUTJMOs,"The Full Story | The Girl Who Died on my Study Abroad Trip & ""The Predator of Seville""",Siobhan Brier Aguilar,UCpviVPWIL__kCj_IITmwnKg,2026-05-28T18:51:42Z,22,https://i.ytimg.com/vi/BYYFWUTJMOs/default.jpg,110829,5261,529
15dIVxzj1tU,SUMMER day in my life @ HOME ⭐️🩷🪽 ,Nicole Laeno,UCr1nLIQFpNV5DxD22qxGsyQ,2026-05-31T19:00:01Z,26,https://i.ytimg.com/vi/15dIVxzj1tU/default.jpg,40066,3525,332
DAuduhxil30,Also SO AFFORDABLE 👏🏼 can’t wait to try!! I’ll keep you guys updated Abbey Yung #hairtok,Haylee Hess,UCvqflBxkC8vOz-qLIaVZysA,2026-05-31T16:03:43Z,22,https://i.ytimg.com/vi/DAuduhxil30/default.jpg,46319,5218,56
YyLpQkkzIho,16 Crops You Should Plant In June ASAP,Epic Gardening,UCSbyncU597LMwb3HhnAI_4w,2026-05-28T22:59:52Z,26,https://i.ytimg.com/vi/YyLpQkkzIho/default.jpg,85414,3858,346
xrTPUEV0WCY,Day in my life in traveling from Chiang Mai to Hanoi,Kaitlyn Lavery,UCqZDrYZzMKawDbxV-SiMLAQ,2026-05-26T16:00:37Z,22,https://i.ytimg.com/vi/xrTPUEV0WCY/default.jpg,97215,7845,84
xr41dIlgkUA,New chapter 🦋,Lauren Giraldo,UCRilWe8hfa-jQhwqnoJFH2A,2026-05-27T15:19:01Z,24,https://i.ytimg.com/vi/xr41dIlgkUA/default.jpg,114858,3099,678
oo38h6299B0,We Drove Across America - Day 5,Mack 2.0,UCF0eCAP6Nc2Kfy0a7L8aI_g,2026-05-28T15:53:31Z,22,https://i.ytimg.com/vi/oo38h6299B0/default.jpg,87308,5877,1253
dGJ58TG5Vxk,I Ate ONLY Clearance Food for 7 Days | $50 Grocery Challenge,Julia Pacheco,UCi_58-g6BjEkhbYRtXBDTHg,2026-05-31T14:00:03Z,28,https://i.ytimg.com/vi/dGJ58TG5Vxk/default.jpg,24056,2300,503
ub9h85lbiNQ,2026 Dollar Tree & Thrift Store Hacks You'll Want Immediately ✨👀,Do It On A Dime,UCJA8OyDxRY-wm0ya2gtHOsw,2026-05-27T18:06:39Z,26,https://i.ytimg.com/vi/ub9h85lbiNQ/default.jpg,84657,8549,191
ExFusLdi-mE,The Ardmore Safari Table Parade Comes Home for its First Dinner!,The Chateau Diaries,UCyqPuqFXuAP5GMwRNFg5hpA,2026-05-29T23:00:06Z,22,https://i.ytimg.com/vi/ExFusLdi-mE/default.jpg,98540,13861,730
Qt0AqZpRMhM,PREPARING FOR OUR FIRST GROUP OF GUESTS IN TUSCANY,Nicki Positano,UCiTHbmAiRSsYTK9BRmWsMsA,2026-05-31T15:30:19Z,19,https://i.ytimg.com/vi/Qt0AqZpRMhM/default.jpg,36759,4794,263
CfA3NaCW5Lk,$1000 Dinner for me + $15 dinner for my family,Shayla Talei,UC5b_CPhlnUEUyhVzX_ARDSA,2026-05-14T19:55:22Z,22,https://i.ytimg.com/vi/CfA3NaCW5Lk/default.jpg,1125734,136952,1084
yWPuVABQ4gY,"What Made Me Stronger, Pool Add on Fail, If I Were A Boy | Mayhem Vlog",Peyton Maree Charles,UCpJlwAazmvuuuWC9PFTH-Ow,2026-05-31T03:08:13Z,22,https://i.ytimg.com/vi/yWPuVABQ4gY/default.jpg,24802,4263,853
7U1dDziQUvw,grem for the airport!! ✈️ #travel #grwm #getreadywithme #relatable #morningvlog #makeup #airport,Lauren Kim,UCWSwub1biYJX59p3cSSxR5g,2026-05-30T22:25:58Z,26,https://i.ytimg.com/vi/7U1dDziQUvw/default.jpg,105196,14142,78
-rGI683xkS0,Cancer Has Grown (Results) *Cancer Journey 2026*,tiffanythinks,UCGuL-e-ka0avJT35zFk0o5Q,2026-05-28T16:30:23Z,26,https://i.ytimg.com/vi/-rGI683xkS0/default.jpg,124749,9540,3138
pBqTCJl00b0,graduation diaries | photos + graduation day + GRAD BASH 2026,Nely Cuevas,UCiPV7RblxaUF6Z4BpTtlVqA,2026-05-28T01:05:37Z,22,https://i.ytimg.com/vi/pBqTCJl00b0/default.jpg,101694,3337,83
rOTbX7oQyJY,GRWM MORNING VLOG 🩵🌼💐,Lisi Shops,UCYh931jrUVrrISOGV1qyVtw,2026-05-25T21:59:01Z,22,https://i.ytimg.com/vi/rOTbX7oQyJY/default.jpg,367592,31603,1616
6XpTM9W7nY4,WE ARE MOVING!,Brooklyn and Bailey,UC6QWhGQqf0YDYdRb0n6ojWw,2026-05-20T21:00:10Z,24,https://i.ytimg.com/vi/6XpTM9W7nY4/default.jpg,465856,12599,430
09h0NHCupYk,Rhett’s Graduation + Brock’s BIG Birthday Surprise ! He did not expect this!,The LeRoys,UCRPIJ_-fU0fycIi4a6PUXRg,2026-05-29T18:44:53Z,24,https://i.ytimg.com/vi/09h0NHCupYk/default.jpg,74104,2262,179
