video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count
uJzq1WltOPM,Come with me to get a portrait tattoo of my son 🥰 (full blog coming soon),Dasia Temia,UCdUs3rJr3d1s-3Txm020-4A,2026-05-30T20:06:54Z,22,https://i.ytimg.com/vi/uJzq1WltOPM/default.jpg,213182,18962,174
Z3nbv0fAWG0,Last Day Of School Morning Routine *WE'RE MOViNG* 🎒🌴,Not Enough Nelsons,UC-_KiH_Z2yerhAD_cAjAMOA,2026-05-30T14:07:39Z,22,https://i.ytimg.com/vi/Z3nbv0fAWG0/default.jpg,441181,9010,875
KyU0B6K5e2Q,Went Back for the Cookbook!,MsEmilyRose11,UC7IpppizaKUrWIrQ0VWx41Q,2026-05-18T23:03:38Z,22,https://i.ytimg.com/vi/KyU0B6K5e2Q/default.jpg,811345,62275,3463
UMCvKPSNHCc,"a chill week in my life | makeup, therapy, chatting etc",charli d'amelio,UCi3OE-aN09WOcN9d2stCvPg,2026-05-30T21:26:20Z,22,https://i.ytimg.com/vi/UMCvKPSNHCc/default.jpg,101822,3593,249
AS0jpp2o2yk,Youtubers Style Me *however they want*,Mia Maples,UCzzOKT1SkE7qdycJvPCR3Gg,2026-05-22T17:00:12Z,26,https://i.ytimg.com/vi/AS0jpp2o2yk/default.jpg,1137272,62781,4556
n0fAsXMHDzU,SETTING UP OUR BEDROOM & BATHROOM!! cooking in the new kitchen!!,RemLife,UCXLnGIevWGWK2dPDcvM5-CA,2026-05-29T15:00:13Z,22,https://i.ytimg.com/vi/n0fAsXMHDzU/default.jpg,135813,3694,294
rV-SgCONOG8,locked out of my apartment and no where to go (all nighter vlog),lana ♡,UCyZ4IStyXcaQwx7Xgl3TmWA,2026-05-23T21:39:51Z,24,https://i.ytimg.com/vi/rV-SgCONOG8/default.jpg,348226,24961,1298
XM-Dgji4bNQ,grwm to go out 🍸also that lip combo turned out to be perfection ✨ #grwm #chattygrwm #foryou #vlog,Ashley Paige,UCZA8j1IBoxCZ1kmx0BaVa2Q,2026-05-30T16:51:06Z,22,https://i.ytimg.com/vi/XM-Dgji4bNQ/default.jpg,106620,6772,188
OVaDbBU4A3U,I Quadrupled My Calories Every Day For 8 Days,Alex Ah Sue,UCV9Fju89m4XlxPHIhL9NThg,2026-05-30T15:00:29Z,24,https://i.ytimg.com/vi/OVaDbBU4A3U/default.jpg,117308,5400,509
BCgRYRwIsus,q&a!! relationship... throuple... secret lives oc...,Aspyn Ovard ,UCxjZe0qTFXh6jGm54LFWEDw,2026-05-27T19:00:48Z,22,https://i.ytimg.com/vi/BCgRYRwIsus/default.jpg,207977,4132,195
