video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count
Jqgco2fcynM,¿Qué está pasando con Windows?,HolaMundo,UC4FHiPgS1KXkUMx3dxBUtPg,2026-05-25T14:00:20Z,27,https://i.ytimg.com/vi/Jqgco2fcynM/default.jpg,68755,3649,652
PWo0ZkBB9r8,El temido Q-Day: ¿el día que las computadoras cuánticas romperán Internet?,DW Tecnología y mundo digital,UCJicZ7CJGEwPtG4-mYYdZZQ,2026-05-22T21:45:29Z,28,https://i.ytimg.com/vi/PWo0ZkBB9r8/default.jpg,575347,6444,387
dvOuZmmJm7A,What Living Next to a Data Center Sounds Like,More Perfect Union,UCehBVAPy-bxmnbNARF-_tvA,2026-05-12T14:27:58Z,25,https://i.ytimg.com/vi/dvOuZmmJm7A/default.jpg,429368,31008,3773
JmehSrKB-RI,"Introducing the ""VitaWear SmartBand,"" a next-generation wearable gadget",Nur Narratives,UC-vCSIE1qjHMZqgpPKXT2gQ,2026-05-29T01:00:34Z,22,https://i.ytimg.com/vi/JmehSrKB-RI/default.jpg,280339,9575,14
AS8BE51Xp_M,Pintei o celular dos correios #celular #gambiarra #tecnologia #entretenimento #assistenciatecnica,Assistência Litimcell,UCA1N-DZxhLnccJLmHMB3-7A,2026-05-05T22:15:59Z,20,https://i.ytimg.com/vi/AS8BE51Xp_M/default.jpg,957438,45462,222
dQ2-f9UseZ8,iPhone 17 Pro Max vs POCO F8 Ultra | La batalla,Isa Marcial,UCxz7sBKlpcpyCiPwXupRymw,2026-05-30T01:30:06Z,28,https://i.ytimg.com/vi/dQ2-f9UseZ8/default.jpg,86979,6100,859
sYvpBf1un0Y,Mini jbl speaker drop,zoltrix,UCT0vEA-FQJtGveHAqauebFA,2026-05-03T01:36:47Z,22,https://i.ytimg.com/vi/sYvpBf1un0Y/default.jpg,8704747,76119,17
fc1rojR4Rgw,Esta Nueva App Apareció Sola En Tu Móvil ¡Bórrala Ya!,DaViD MtS tEcH,UCKYqU0gh6_4Ge2eHO-i-t_A,2026-05-15T17:00:11Z,27,https://i.ytimg.com/vi/fc1rojR4Rgw/default.jpg,765764,28950,1125
OfDGR3ZgyyY,Water 💦 test speaker bass flip2,LG BASS TEST,UCejKAccrUsKhdK7rIKBIEmA,2026-05-01T09:50:00Z,22,https://i.ytimg.com/vi/OfDGR3ZgyyY/default.jpg,19387087,163016,123
DPsMjhwAiUg,The infinite notebook that will never run out of pages!,Gazzaladra,UCJfjzTF1gs5cKQsrOyUtLtA,2026-05-22T18:00:17Z,28,https://i.ytimg.com/vi/DPsMjhwAiUg/default.jpg,6019251,391615,2915
0IYGwewzNSM,Ps5 vs Xbox 🎮 Which One Is Better?,Sububafu,UCPnFcaB-nmaewYnu_zTsCRw,2026-05-17T13:55:41Z,22,https://i.ytimg.com/vi/0IYGwewzNSM/default.jpg,3935544,61926,500
5rt7IEYrh6U,¿Así se verá iOS 27? 😳 Primeras imágenes filtradas,iManu Mx,UCGOg0IvrBbRyslRyYRiTNqQ,2026-05-28T22:27:01Z,28,https://i.ytimg.com/vi/5rt7IEYrh6U/default.jpg,57418,1868,119
